//scn,fue,ara,int,Fuel,Cost,CostOfScaling,CostOfAdder
ScnDA,coal,0,1,139375.866,273176.697,0.000,0.000
ScnDA,coal,0,2,139375.866,273176.697,0.000,0.000
ScnDA,coal,0,3,139961.924,274325.371,0.000,0.000
ScnDA,coal,0,4,143099.924,280475.851,0.000,0.000
ScnDA,coal,0,5,145308.909,284805.462,0.000,0.000
ScnDA,coal,0,6,145308.909,284805.462,0.000,0.000
ScnDA,coal,0,7,145308.909,284805.462,0.000,0.000
ScnDA,coal,0,8,145308.909,284805.462,0.000,0.000
ScnDA,coal,0,9,142513.866,279327.177,0.000,0.000
ScnDA,coal,0,10,139375.866,273176.697,0.000,0.000
ScnDA,coal,0,11,139375.866,273176.697,0.000,0.000
ScnDA,coal,0,12,139375.866,273176.697,0.000,0.000
ScnDA,coal,0,13,139375.866,273176.697,0.000,0.000
ScnDA,coal,0,14,139375.866,273176.697,0.000,0.000
ScnDA,coal,0,15,139375.866,273176.697,0.000,0.000
ScnDA,coal,0,16,139375.866,273176.697,0.000,0.000
ScnDA,coal,0,17,139375.866,273176.697,0.000,0.000
ScnDA,coal,0,18,139375.866,273176.697,0.000,0.000
ScnDA,coal,0,19,139375.866,273176.697,0.000,0.000
ScnDA,coal,0,20,139375.866,273176.697,0.000,0.000
ScnDA,coal,0,21,139375.866,273176.697,0.000,0.000
ScnDA,coal,0,22,139375.866,273176.697,0.000,0.000
ScnDA,coal,0,23,139375.866,273176.697,0.000,0.000
ScnDA,coal,0,24,139375.866,273176.697,0.000,0.000
ScnDA,coal,WZ_COAST,1,23400.366,45864.717,0.000,0.000
ScnDA,coal,WZ_COAST,2,23400.366,45864.717,0.000,0.000
ScnDA,coal,WZ_COAST,3,23400.366,45864.717,0.000,0.000
ScnDA,coal,WZ_COAST,4,23400.366,45864.717,0.000,0.000
ScnDA,coal,WZ_COAST,5,23400.366,45864.717,0.000,0.000
ScnDA,coal,WZ_COAST,6,23400.366,45864.717,0.000,0.000
ScnDA,coal,WZ_COAST,7,23400.366,45864.717,0.000,0.000
ScnDA,coal,WZ_COAST,8,23400.366,45864.717,0.000,0.000
ScnDA,coal,WZ_COAST,9,23400.366,45864.717,0.000,0.000
ScnDA,coal,WZ_COAST,10,23400.366,45864.717,0.000,0.000
ScnDA,coal,WZ_COAST,11,23400.366,45864.717,0.000,0.000
ScnDA,coal,WZ_COAST,12,23400.366,45864.717,0.000,0.000
ScnDA,coal,WZ_COAST,13,23400.366,45864.717,0.000,0.000
ScnDA,coal,WZ_COAST,14,23400.366,45864.717,0.000,0.000
ScnDA,coal,WZ_COAST,15,23400.366,45864.717,0.000,0.000
ScnDA,coal,WZ_COAST,16,23400.366,45864.717,0.000,0.000
ScnDA,coal,WZ_COAST,17,23400.366,45864.717,0.000,0.000
ScnDA,coal,WZ_COAST,18,23400.366,45864.717,0.000,0.000
ScnDA,coal,WZ_COAST,19,23400.366,45864.717,0.000,0.000
ScnDA,coal,WZ_COAST,20,23400.366,45864.717,0.000,0.000
ScnDA,coal,WZ_COAST,21,23400.366,45864.717,0.000,0.000
ScnDA,coal,WZ_COAST,22,23400.366,45864.717,0.000,0.000
ScnDA,coal,WZ_COAST,23,23400.366,45864.717,0.000,0.000
ScnDA,coal,WZ_COAST,24,23400.366,45864.717,0.000,0.000
ScnDA,coal,WZ_EAST,1,48132.563,94339.824,0.000,0.000
ScnDA,coal,WZ_EAST,2,48132.563,94339.824,0.000,0.000
ScnDA,coal,WZ_EAST,3,48132.563,94339.824,0.000,0.000
ScnDA,coal,WZ_EAST,4,48132.563,94339.824,0.000,0.000
ScnDA,coal,WZ_EAST,5,48132.563,94339.824,0.000,0.000
ScnDA,coal,WZ_EAST,6,48132.563,94339.824,0.000,0.000
ScnDA,coal,WZ_EAST,7,48132.563,94339.824,0.000,0.000
ScnDA,coal,WZ_EAST,8,48132.563,94339.824,0.000,0.000
ScnDA,coal,WZ_EAST,9,48132.563,94339.824,0.000,0.000
ScnDA,coal,WZ_EAST,10,48132.563,94339.824,0.000,0.000
ScnDA,coal,WZ_EAST,11,48132.563,94339.824,0.000,0.000
ScnDA,coal,WZ_EAST,12,48132.563,94339.824,0.000,0.000
ScnDA,coal,WZ_EAST,13,48132.563,94339.824,0.000,0.000
ScnDA,coal,WZ_EAST,14,48132.563,94339.824,0.000,0.000
ScnDA,coal,WZ_EAST,15,48132.563,94339.824,0.000,0.000
ScnDA,coal,WZ_EAST,16,48132.563,94339.824,0.000,0.000
ScnDA,coal,WZ_EAST,17,48132.563,94339.824,0.000,0.000
ScnDA,coal,WZ_EAST,18,48132.563,94339.824,0.000,0.000
ScnDA,coal,WZ_EAST,19,48132.563,94339.824,0.000,0.000
ScnDA,coal,WZ_EAST,20,48132.563,94339.824,0.000,0.000
ScnDA,coal,WZ_EAST,21,48132.563,94339.824,0.000,0.000
ScnDA,coal,WZ_EAST,22,48132.563,94339.824,0.000,0.000
ScnDA,coal,WZ_EAST,23,48132.563,94339.824,0.000,0.000
ScnDA,coal,WZ_EAST,24,48132.563,94339.824,0.000,0.000
ScnDA,coal,WZ_FAR_WEST,1,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_FAR_WEST,2,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_FAR_WEST,3,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_FAR_WEST,4,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_FAR_WEST,5,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_FAR_WEST,6,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_FAR_WEST,7,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_FAR_WEST,8,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_FAR_WEST,9,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_FAR_WEST,10,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_FAR_WEST,11,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_FAR_WEST,12,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_FAR_WEST,13,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_FAR_WEST,14,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_FAR_WEST,15,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_FAR_WEST,16,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_FAR_WEST,17,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_FAR_WEST,18,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_FAR_WEST,19,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_FAR_WEST,20,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_FAR_WEST,21,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_FAR_WEST,22,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_FAR_WEST,23,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_FAR_WEST,24,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_NORTH,1,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_NORTH,2,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_NORTH,3,586.058,1148.674,0.000,0.000
ScnDA,coal,WZ_NORTH,4,3724.058,7299.154,0.000,0.000
ScnDA,coal,WZ_NORTH,5,5933.043,11628.765,0.000,0.000
ScnDA,coal,WZ_NORTH,6,5933.043,11628.765,0.000,0.000
ScnDA,coal,WZ_NORTH,7,5933.043,11628.765,0.000,0.000
ScnDA,coal,WZ_NORTH,8,5933.043,11628.765,0.000,0.000
ScnDA,coal,WZ_NORTH,9,3138.000,6150.480,0.000,0.000
ScnDA,coal,WZ_NORTH,10,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_NORTH,11,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_NORTH,12,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_NORTH,13,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_NORTH,14,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_NORTH,15,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_NORTH,16,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_NORTH,17,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_NORTH,18,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_NORTH,19,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_NORTH,20,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_NORTH,21,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_NORTH,22,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_NORTH,23,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_NORTH,24,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_NORTH_CENTRAL,1,23542.855,46143.997,0.000,0.000
ScnDA,coal,WZ_NORTH_CENTRAL,2,23542.855,46143.997,0.000,0.000
ScnDA,coal,WZ_NORTH_CENTRAL,3,23542.855,46143.997,0.000,0.000
ScnDA,coal,WZ_NORTH_CENTRAL,4,23542.855,46143.997,0.000,0.000
ScnDA,coal,WZ_NORTH_CENTRAL,5,23542.855,46143.997,0.000,0.000
ScnDA,coal,WZ_NORTH_CENTRAL,6,23542.855,46143.997,0.000,0.000
ScnDA,coal,WZ_NORTH_CENTRAL,7,23542.855,46143.997,0.000,0.000
ScnDA,coal,WZ_NORTH_CENTRAL,8,23542.855,46143.997,0.000,0.000
ScnDA,coal,WZ_NORTH_CENTRAL,9,23542.855,46143.997,0.000,0.000
ScnDA,coal,WZ_NORTH_CENTRAL,10,23542.855,46143.997,0.000,0.000
ScnDA,coal,WZ_NORTH_CENTRAL,11,23542.855,46143.997,0.000,0.000
ScnDA,coal,WZ_NORTH_CENTRAL,12,23542.855,46143.997,0.000,0.000
ScnDA,coal,WZ_NORTH_CENTRAL,13,23542.855,46143.997,0.000,0.000
ScnDA,coal,WZ_NORTH_CENTRAL,14,23542.855,46143.997,0.000,0.000
ScnDA,coal,WZ_NORTH_CENTRAL,15,23542.855,46143.997,0.000,0.000
ScnDA,coal,WZ_NORTH_CENTRAL,16,23542.855,46143.997,0.000,0.000
ScnDA,coal,WZ_NORTH_CENTRAL,17,23542.855,46143.997,0.000,0.000
ScnDA,coal,WZ_NORTH_CENTRAL,18,23542.855,46143.997,0.000,0.000
ScnDA,coal,WZ_NORTH_CENTRAL,19,23542.855,46143.997,0.000,0.000
ScnDA,coal,WZ_NORTH_CENTRAL,20,23542.855,46143.997,0.000,0.000
ScnDA,coal,WZ_NORTH_CENTRAL,21,23542.855,46143.997,0.000,0.000
ScnDA,coal,WZ_NORTH_CENTRAL,22,23542.855,46143.997,0.000,0.000
ScnDA,coal,WZ_NORTH_CENTRAL,23,23542.855,46143.997,0.000,0.000
ScnDA,coal,WZ_NORTH_CENTRAL,24,23542.855,46143.997,0.000,0.000
ScnDA,coal,WZ_SOUTHERN,1,9762.838,19135.162,0.000,0.000
ScnDA,coal,WZ_SOUTHERN,2,9762.838,19135.162,0.000,0.000
ScnDA,coal,WZ_SOUTHERN,3,9762.838,19135.162,0.000,0.000
ScnDA,coal,WZ_SOUTHERN,4,9762.838,19135.162,0.000,0.000
ScnDA,coal,WZ_SOUTHERN,5,9762.838,19135.162,0.000,0.000
ScnDA,coal,WZ_SOUTHERN,6,9762.838,19135.162,0.000,0.000
ScnDA,coal,WZ_SOUTHERN,7,9762.838,19135.162,0.000,0.000
ScnDA,coal,WZ_SOUTHERN,8,9762.838,19135.162,0.000,0.000
ScnDA,coal,WZ_SOUTHERN,9,9762.838,19135.162,0.000,0.000
ScnDA,coal,WZ_SOUTHERN,10,9762.838,19135.162,0.000,0.000
ScnDA,coal,WZ_SOUTHERN,11,9762.838,19135.162,0.000,0.000
ScnDA,coal,WZ_SOUTHERN,12,9762.838,19135.162,0.000,0.000
ScnDA,coal,WZ_SOUTHERN,13,9762.838,19135.162,0.000,0.000
ScnDA,coal,WZ_SOUTHERN,14,9762.838,19135.162,0.000,0.000
ScnDA,coal,WZ_SOUTHERN,15,9762.838,19135.162,0.000,0.000
ScnDA,coal,WZ_SOUTHERN,16,9762.838,19135.162,0.000,0.000
ScnDA,coal,WZ_SOUTHERN,17,9762.838,19135.162,0.000,0.000
ScnDA,coal,WZ_SOUTHERN,18,9762.838,19135.162,0.000,0.000
ScnDA,coal,WZ_SOUTHERN,19,9762.838,19135.162,0.000,0.000
ScnDA,coal,WZ_SOUTHERN,20,9762.838,19135.162,0.000,0.000
ScnDA,coal,WZ_SOUTHERN,21,9762.838,19135.162,0.000,0.000
ScnDA,coal,WZ_SOUTHERN,22,9762.838,19135.162,0.000,0.000
ScnDA,coal,WZ_SOUTHERN,23,9762.838,19135.162,0.000,0.000
ScnDA,coal,WZ_SOUTHERN,24,9762.838,19135.162,0.000,0.000
ScnDA,coal,WZ_SOUTH_CENTRAL,1,34537.243,67692.997,0.000,0.000
ScnDA,coal,WZ_SOUTH_CENTRAL,2,34537.243,67692.997,0.000,0.000
ScnDA,coal,WZ_SOUTH_CENTRAL,3,34537.243,67692.997,0.000,0.000
ScnDA,coal,WZ_SOUTH_CENTRAL,4,34537.243,67692.997,0.000,0.000
ScnDA,coal,WZ_SOUTH_CENTRAL,5,34537.243,67692.997,0.000,0.000
ScnDA,coal,WZ_SOUTH_CENTRAL,6,34537.243,67692.997,0.000,0.000
ScnDA,coal,WZ_SOUTH_CENTRAL,7,34537.243,67692.997,0.000,0.000
ScnDA,coal,WZ_SOUTH_CENTRAL,8,34537.243,67692.997,0.000,0.000
ScnDA,coal,WZ_SOUTH_CENTRAL,9,34537.243,67692.997,0.000,0.000
ScnDA,coal,WZ_SOUTH_CENTRAL,10,34537.243,67692.997,0.000,0.000
ScnDA,coal,WZ_SOUTH_CENTRAL,11,34537.243,67692.997,0.000,0.000
ScnDA,coal,WZ_SOUTH_CENTRAL,12,34537.243,67692.997,0.000,0.000
ScnDA,coal,WZ_SOUTH_CENTRAL,13,34537.243,67692.997,0.000,0.000
ScnDA,coal,WZ_SOUTH_CENTRAL,14,34537.243,67692.997,0.000,0.000
ScnDA,coal,WZ_SOUTH_CENTRAL,15,34537.243,67692.997,0.000,0.000
ScnDA,coal,WZ_SOUTH_CENTRAL,16,34537.243,67692.997,0.000,0.000
ScnDA,coal,WZ_SOUTH_CENTRAL,17,34537.243,67692.997,0.000,0.000
ScnDA,coal,WZ_SOUTH_CENTRAL,18,34537.243,67692.997,0.000,0.000
ScnDA,coal,WZ_SOUTH_CENTRAL,19,34537.243,67692.997,0.000,0.000
ScnDA,coal,WZ_SOUTH_CENTRAL,20,34537.243,67692.997,0.000,0.000
ScnDA,coal,WZ_SOUTH_CENTRAL,21,34537.243,67692.997,0.000,0.000
ScnDA,coal,WZ_SOUTH_CENTRAL,22,34537.243,67692.997,0.000,0.000
ScnDA,coal,WZ_SOUTH_CENTRAL,23,34537.243,67692.997,0.000,0.000
ScnDA,coal,WZ_SOUTH_CENTRAL,24,34537.243,67692.997,0.000,0.000
ScnDA,coal,WZ_WEST,1,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_WEST,2,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_WEST,3,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_WEST,4,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_WEST,5,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_WEST,6,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_WEST,7,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_WEST,8,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_WEST,9,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_WEST,10,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_WEST,11,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_WEST,12,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_WEST,13,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_WEST,14,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_WEST,15,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_WEST,16,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_WEST,17,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_WEST,18,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_WEST,19,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_WEST,20,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_WEST,21,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_WEST,22,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_WEST,23,0.000,0.000,0.000,0.000
ScnDA,coal,WZ_WEST,24,0.000,0.000,0.000,0.000
ScnDA,gas,0,1,63020.984,282972.455,0.000,0.000
ScnDA,gas,0,2,61668.926,276901.536,0.000,0.000
ScnDA,gas,0,3,62572.866,280960.343,0.000,0.000
ScnDA,gas,0,4,65867.574,295754.015,0.000,0.000
ScnDA,gas,0,5,74487.815,334460.022,0.000,0.000
ScnDA,gas,0,6,90833.721,407855.275,0.000,0.000
ScnDA,gas,0,7,106017.448,476032.194,0.000,0.000
ScnDA,gas,0,8,114589.117,514520.109,0.000,0.000
ScnDA,gas,0,9,102532.570,460384.638,0.000,0.000
ScnDA,gas,0,10,86402.747,387959.624,0.000,0.000
ScnDA,gas,0,11,79707.136,358895.164,0.000,0.000
ScnDA,gas,0,12,73960.732,333948.620,0.000,0.000
ScnDA,gas,0,13,69341.416,313091.416,0.000,0.000
ScnDA,gas,0,14,66177.537,298805.821,0.000,0.000
ScnDA,gas,0,15,64686.981,292075.638,0.000,0.000
ScnDA,gas,0,16,65010.124,293534.701,0.000,0.000
ScnDA,gas,0,17,70348.940,317640.605,0.000,0.000
ScnDA,gas,0,18,81497.609,367979.244,0.000,0.000
ScnDA,gas,0,19,92520.740,417751.051,0.000,0.000
ScnDA,gas,0,20,90945.574,410638.840,0.000,0.000
ScnDA,gas,0,21,83500.220,377021.463,0.000,0.000
ScnDA,gas,0,22,71098.366,321024.423,0.000,0.000
ScnDA,gas,0,23,54540.550,246262.322,0.000,0.000
ScnDA,gas,0,24,41478.628,187284.932,0.000,0.000
ScnDA,gas,WZ_COAST,1,31690.214,142293.200,0.000,0.000
ScnDA,gas,WZ_COAST,2,34216.819,153637.988,0.000,0.000
ScnDA,gas,WZ_COAST,3,34998.657,157148.545,0.000,0.000
ScnDA,gas,WZ_COAST,4,35424.221,159059.381,0.000,0.000
ScnDA,gas,WZ_COAST,5,34953.765,156946.970,0.000,0.000
ScnDA,gas,WZ_COAST,6,43489.154,195271.986,0.000,0.000
ScnDA,gas,WZ_COAST,7,47359.692,212651.207,0.000,0.000
ScnDA,gas,WZ_COAST,8,48470.720,217639.869,0.000,0.000
ScnDA,gas,WZ_COAST,9,45394.251,203826.120,0.000,0.000
ScnDA,gas,WZ_COAST,10,44469.109,199672.111,0.000,0.000
ScnDA,gas,WZ_COAST,11,35049.158,157814.895,0.000,0.000
ScnDA,gas,WZ_COAST,12,35048.913,158253.384,0.000,0.000
ScnDA,gas,WZ_COAST,13,33596.914,151697.298,0.000,0.000
ScnDA,gas,WZ_COAST,14,28632.054,129279.886,0.000,0.000
ScnDA,gas,WZ_COAST,15,28330.800,127919.657,0.000,0.000
ScnDA,gas,WZ_COAST,16,28330.512,127918.357,0.000,0.000
ScnDA,gas,WZ_COAST,17,29195.270,131822.928,0.000,0.000
ScnDA,gas,WZ_COAST,18,35064.093,158321.926,0.000,0.000
ScnDA,gas,WZ_COAST,19,44489.467,200879.518,0.000,0.000
ScnDA,gas,WZ_COAST,20,44331.884,200167.995,0.000,0.000
ScnDA,gas,WZ_COAST,21,40512.876,182924.356,0.000,0.000
ScnDA,gas,WZ_COAST,22,35036.574,158197.672,0.000,0.000
ScnDA,gas,WZ_COAST,23,27493.323,124138.271,0.000,0.000
ScnDA,gas,WZ_COAST,24,19300.167,87144.407,0.000,0.000
ScnDA,gas,WZ_EAST,1,0.000,0.000,0.000,0.000
ScnDA,gas,WZ_EAST,2,0.000,0.000,0.000,0.000
ScnDA,gas,WZ_EAST,3,0.000,0.000,0.000,0.000
ScnDA,gas,WZ_EAST,4,0.000,0.000,0.000,0.000
ScnDA,gas,WZ_EAST,5,0.000,0.000,0.000,0.000
ScnDA,gas,WZ_EAST,6,0.000,0.000,0.000,0.000
ScnDA,gas,WZ_EAST,7,0.000,0.000,0.000,0.000
ScnDA,gas,WZ_EAST,8,7716.622,34648.642,0.000,0.000
ScnDA,gas,WZ_EAST,9,0.000,0.000,0.000,0.000
